"affiliation","term","vip","percent_vip","r_squared"
"สพป.ลพบุรี เขต 1","Student Level",0.9879661152042223,34.32988868059182,11.695514850500345
"สพป.ลพบุรี เขต 2","Infrastructure & Connectivity",3.843593952010234,100,9.111214531328173
"สพป.ลพบุรี เขต 2","Poor Family",0.5378414575460292,13.993191379248927,9.111214531328173
"สพป.ลพบุรี เขต 2","School Distance",0.05194374318771426,1.3514368020208591,9.111214531328173
"สพป.ลพบุรี เขต 2","School Size",2.0928089507077203,31.456441445860087,9.111214531328173
"สพป.ลพบุรี เขต 2","Student Level",0.3935390294135331,10.238829447832508,9.111214531328173
"สพป.ลำปาง เขต 1","Hard to Reach",2.7931238791021893,100,12.083539690995158
"สพป.ลำปาง เขต 1","Infrastructure & Connectivity",0.28275069130124847,10.663942519412572,12.083539690995158
"สพป.ลำปาง เขต 1","Poor Family",1.5841346939044867,59.74564108423839,12.083539690995158
"สพป.ลำปาง เขต 1","School Distance",0.41827385711643955,15.775198812548417,12.083539690995158
"สพป.ลำปาง เขต 1","School Size",2.646861118443022,66.9234768743415,12.083539690995158
"สพป.ลำปาง เขต 1","Student Level",1.3736270859968822,51.80634650534722,12.083539690995158
"สพป.ลำปาง เขต 2","Poor Family",0.5378942175092352,37.76796878246233,2.790933734227188
"สพป.ลำปาง เขต 2","School Distance",0.6095661285263307,42.800375545278314,2.790933734227188
"สพป.ลำปาง เขต 2","School Size",1.4242074298658283,100.00000000000001,2.790933734227188
"สพป.ลำปาง เขต 2","Student Level",1.092400376074057,76.70233655338885,2.790933734227188
"สพป.ลำปาง เขต 3","Hard to Reach",0.8193143235592228,15.457269190263672,22.679128060605027
"สพป.ลำปาง เขต 3","Poor Family",0.5501551495482438,10.379284236158336,22.679128060605027
"สพป.ลำปาง เขต 3","School Distance",5.300511451759526,100,22.679128060605027
"สพป.ลำปาง เขต 3","Student Level",0.3254878272576732,6.14068718122713,22.679128060605027
"สพป.ลำพูน เขต 1","Infrastructure & Connectivity",1.0347322410644524,64.4748962701369,8.235412144728395
"สพป.ลำพูน เขต 1","Poor Family",1.1270852546171144,70.2294777287343,8.235412144728395
"สพป.ลำพูน เขต 1","School Distance",1.2772301671971769,79.5851132061112,8.235412144728395
"สพป.ลำพูน เขต 1","School Size",0.9010194518696915,56.1431579989353,8.235412144728395
"สพป.ลำพูน เขต 1","Student Level",1.6048606526315787,100,8.235412144728395
"สพป.ลำพูน เขต 2","Hard to Reach",1.5489697438989014,72.40664225131508,12.090942618409226
"สพป.ลำพูน เขต 2","Infrastructure & Connectivity",0.9329030628145917,43.608584732163116,12.090942618409226
"สพป.ลำพูน เขต 2","Poor Family",1.9402053580204537,90.69496405956964,12.090942618409226
"สพป.ลำพูน เขต 2","School Distance",1.6951704779687342,79.24080043314522,12.090942618409226
"สพป.ลำพูน เขต 2","School Size",4.174472917008694,100,12.090942618409226
"สพป.ลำพูน เขต 2","Student Level",0.7167691942531732,33.50539985010851,12.090942618409226
"สพป.ศรีสะเกษ เขต 2","Infrastructure & Connectivity",3.3838156205292873,100.00000000000001,9.35364854299963
"สพป.ศรีสะเกษ เขต 2","Poor Family",2.0614197081957473,60.91997730873131,9.35364854299963
"สพป.ศรีสะเกษ เขต 2","School Distance",0.848263927638855,25.06826679599558,9.35364854299963
"สพป.ศรีสะเกษ เขต 2","School Size",1.290053912298011,23.777112961199776,9.35364854299963
"สพป.ศรีสะเกษ เขต 2","Student Level",1.3106026541050908,38.73150316328672,9.35364854299963
"สพป.ศรีสะเกษ เขต 3","Infrastructure & Connectivity",0.042141036201500684,1.8594527637886302,8.674625286484924
"สพป.ศรีสะเกษ เขต 3","Poor Family",1.8510946628512805,81.67865333009117,8.674625286484924
"สพป.ศรีสะเกษ เขต 3","School Distance",2.2663138866533203,100,8.674625286484924
"สพป.ศรีสะเกษ เขต 3","School Size",0.6782658674801658,18.953386068176098,8.674625286484924
"สพป.ศรีสะเกษ เขต 3","Student Level",1.7754849110168776,78.3424097373708,8.674625286484924
"สพป.ศรีสะเกษ เขต 4","Infrastructure & Connectivity",0.2776598465228788,8.740509019820248,10.164647619739585
"สพป.ศรีสะเกษ เขต 4","Poor Family",1.4154746672151095,44.55800595964565,10.164647619739585
"สพป.ศรีสะเกษ เขต 4","School Distance",3.176701103943131,100,10.164647619739585
"สพป.ศรีสะเกษ เขต 4","School Size",4.361864723491443,71.69828521989395,10.164647619739585
"สพป.ศรีสะเกษ เขต 4","Student Level",1.1916789047549703,37.513095055615395,10.164647619739585
"สพป.สกลนคร เขต 1","Infrastructure & Connectivity",0.688803696683441,24.071160642100597,7.243990949423518
"สพป.สกลนคร เขต 1","Poor Family",0.5848583461784645,20.438652219088105,7.243990949423518
"สพป.สกลนคร เขต 1","School Distance",2.5600923776665763,89.46583065414447,7.243990949423518
"สพป.สกลนคร เขต 1","School Size",5.3078474049164335,100,7.243990949423518
"สพป.สกลนคร เขต 1","Student Level",0.4043284970411856,14.129796705969754,7.243990949423518
"สพป.สกลนคร เขต 2","Infrastructure & Connectivity",2.4241245386131185,100,3.118827484553236
"สพป.สกลนคร เขต 2","Poor Family",0.863533609036786,35.622493617049386,3.118827484553236
